"transaction_id","date","client_id","produit_id","vendeur_id","quantite","prix_unitaire","montant_total","methode_paiement","statut_livraison","delai_livraison_jours"
"TRX00007852",2024-08-31,"CLI00449","PROD0084","VEND020",1,311.6,311.6,"CB","Livré",6
"TRX00007853",2024-08-31,"CLI00429","PROD0032","VEND013",1,1793.01,1793.01,"PayPal","Livré",4
"TRX00007854",2024-08-31,"CLI00052","PROD0005","VEND019",1,1177.62,1177.62,"CB","Livré",5
"TRX00007855",2024-08-31,"CLI00397","PROD0011","VEND017",2,1506.52,3013.04,"CB","Livré",3
"TRX00007856",2024-08-31,"CLI00455","PROD0005","VEND011",3,1824.52,5473.56,"CB","Livré",5
"TRX00007857",2024-08-31,"CLI00458","PROD0073","VEND006",1,347.49,347.49,"CB","Livré",2
"TRX00007858",2024-08-31,"CLI00427","PROD0057","VEND009",1,169.52,169.52,"PayPal","Livré",3
"TRX00007859",2024-09-01,"CLI00399","PROD0001","VEND001",1,65.58,65.58,"CB","Livré",4
"TRX00007860",2024-09-01,"CLI00433","PROD0059","VEND019",2,1682.6,3365.2,"CB","Livré",1
"TRX00007861",2024-09-01,"CLI00452","PROD0004","VEND015",1,1899.29,1899.29,"CB","Livré",1
"TRX00007862",2024-09-01,"CLI00433","PROD0040","VEND013",5,176.04,880.2,"PayPal","Livré",3
"TRX00007863",2024-09-01,"CLI00173","PROD0052","VEND014",1,952.39,952.39,"PayPal","Livré",4
"TRX00007864",2024-09-01,"CLI00381","PROD0017","VEND019",2,121.41,242.82,"CB","Livré",3
"TRX00007865",2024-09-01,"CLI00494","PROD0055","VEND012",1,218.83,218.83,"CB","Livré",10
"TRX00007866",2024-09-01,"CLI00112","PROD0067","VEND007",1,346.85,346.85,"CB","Livré",7
"TRX00007867",2024-09-02,"CLI00166","PROD0093","VEND018",1,1149.71,1149.71,"PayPal","Livré",10
"TRX00007868",2024-09-02,"CLI00452","PROD0092","VEND005",1,264.39,264.39,"CB","Livré",3
"TRX00007869",2024-09-02,"CLI00102","PROD0068","VEND012",3,737.12,2211.36,"PayPal","Livré",5
"TRX00007870",2024-09-02,"CLI00453","PROD0045","VEND003",1,122.33,122.33,"PayPal","Livré",5
"TRX00007871",2024-09-02,"CLI00054","PROD0064","VEND013",1,52.99,52.99,"CB","Livré",2
"TRX00007872",2024-09-02,"CLI00273","PROD0060","VEND005",1,553.86,553.86,"CB","Livré",4
"TRX00007873",2024-09-02,"CLI00497","PROD0009","VEND010",3,572.53,1717.59,"CB","Livré",5
"TRX00007874",2024-09-03,"CLI00311","PROD0071","VEND018",1,735.18,735.18,"CB","Livré",4
"TRX00007875",2024-09-03,"CLI00476","PROD0058","VEND017",3,651.59,1954.77,"CB","Livré",3
"TRX00007876",2024-09-03,"CLI00139","PROD0067","VEND015",2,498.19,996.38,"PayPal","Livré",2
"TRX00007877",2024-09-03,"CLI00467","PROD0057","VEND005",1,163.62,163.62,"PayPal","Livré",4
"TRX00007878",2024-09-03,"CLI00016","PROD0015","VEND019",1,83.25,83.25,"PayPal","Livré",3
"TRX00007879",2024-09-03,"CLI00198","PROD0100","VEND002",1,1090.12,1090.12,"CB","Livré",2
"TRX00007880",2024-09-03,"CLI00052","PROD0055","VEND014",3,240.02,720.06,"CB","Livré",2
"TRX00007881",2024-09-03,"CLI00265","PROD0010","VEND009",2,430.67,861.34,"CB","Livré",5
"TRX00007882",2024-09-03,"CLI00494","PROD0077","VEND002",1,318.63,318.63,"PayPal","Livré",5
"TRX00007883",2024-09-04,"CLI00374","PROD0017","VEND002",5,92.64,463.2,"Virement","Livré",4
"TRX00007884",2024-09-04,"CLI00138","PROD0083","VEND002",1,1435.34,1435.34,"CB","Livré",3
"TRX00007885",2024-09-04,"CLI00444","PROD0060","VEND014",2,489.1,978.2,"CB","Livré",2
"TRX00007886",2024-09-04,"CLI00181","PROD0004","VEND013",1,2199.98,2199.98,"CB","Livré",6
"TRX00007887",2024-09-04,"CLI00003","PROD0058","VEND004",1,875.73,875.73,"CB","Livré",5
"TRX00007888",2024-09-04,"CLI00213","PROD0007","VEND016",2,600.06,1200.12,"CB","Livré",5
"TRX00007889",2024-09-04,"CLI00119","PROD0094","VEND017",5,457.39,2286.95,"PayPal","Livré",4
"TRX00007890",2024-09-04,"CLI00251","PROD0064","VEND020",4,87.08,348.32,"CB","Livré",6
"TRX00007891",2024-09-04,"CLI00282","PROD0017","VEND017",3,72.98,218.94,"PayPal","Livré",3
"TRX00007892",2024-09-05,"CLI00464","PROD0090","VEND018",2,156.99,313.98,"CB","Livré",4
"TRX00007893",2024-09-05,"CLI00107","PROD0080","VEND003",2,120.76,241.52,"CB","Livré",5
"TRX00007894",2024-09-05,"CLI00451","PROD0020","VEND015",1,734.52,734.52,"PayPal","Livré",1
"TRX00007895",2024-09-05,"CLI00401","PROD0038","VEND016",1,91.15,91.15,"CB","Livré",4
"TRX00007896",2024-09-05,"CLI00345","PROD0086","VEND015",2,1032.28,2064.56,"CB","Livré",2
"TRX00007897",2024-09-05,"CLI00499","PROD0059","VEND014",1,1074.55,1074.55,"PayPal","Livré",6
"TRX00007898",2024-09-05,"CLI00368","PROD0071","VEND013",1,726.23,726.23,"PayPal","Livré",9
"TRX00007899",2024-09-05,"CLI00230","PROD0033","VEND009",2,205.39,410.78,"PayPal","Livré",5
"TRX00007900",2024-09-05,"CLI00267","PROD0100","VEND010",5,1163.93,5819.65,"CB","Livré",6
"TRX00007901",2024-09-05,"CLI00394","PROD0065","VEND014",1,587.29,587.29,"CB","Livré",6
"TRX00007902",2024-09-05,"CLI00347","PROD0008","VEND001",3,1131.55,3394.65,"PayPal","Livré",5
"TRX00007903",2024-09-05,"CLI00055","PROD0009","VEND001",4,381.43,1525.72,"PayPal","Livré",5
"TRX00007904",2024-09-05,"CLI00004","PROD0009","VEND013",1,324.72,324.72,"CB","Livré",4
"TRX00007905",2024-09-06,"CLI00014","PROD0079","VEND013",3,1122.37,3367.11,"CB","Livré",5
"TRX00007906",2024-09-06,"CLI00012","PROD0057","VEND010",2,175.49,350.98,"CB","Livré",1
"TRX00007907",2024-09-06,"CLI00034","PROD0062","VEND010",3,154.02,462.06,"Virement","Livré",4
"TRX00007908",2024-09-06,"CLI00483","PROD0049","VEND010",2,50.44,100.88,"CB","Livré",2
"TRX00007909",2024-09-06,"CLI00192","PROD0053","VEND015",1,506.94,506.94,"Virement","Livré",6
"TRX00007910",2024-09-06,"CLI00141","PROD0093","VEND013",1,944.41,944.41,"PayPal","Livré",4
"TRX00007911",2024-09-06,"CLI00091","PROD0025","VEND012",1,72.79,72.79,"CB","Livré",4
"TRX00007912",2024-09-06,"CLI00245","PROD0088","VEND013",1,528.77,528.77,"CB","Livré",6
"TRX00007913",2024-09-06,"CLI00237","PROD0090","VEND005",1,154.59,154.59,"Virement","Livré",5
"TRX00007914",2024-09-06,"CLI00381","PROD0024","VEND009",1,1474.68,1474.68,"CB","Livré",6
"TRX00007915",2024-09-06,"CLI00008","PROD0047","VEND013",1,50.25,50.25,"Virement","Livré",4
"TRX00007916",2024-09-07,"CLI00084","PROD0033","VEND014",1,262.39,262.39,"CB","Livré",5
"TRX00007917",2024-09-07,"CLI00196","PROD0026","VEND005",3,421.61,1264.83,"CB","Livré",5
"TRX00007918",2024-09-07,"CLI00320","PROD0066","VEND014",3,1403.09,4209.27,"PayPal","Livré",5
"TRX00007919",2024-09-07,"CLI00361","PROD0054","VEND001",1,68.28,68.28,"CB","Livré",3
"TRX00007920",2024-09-07,"CLI00482","PROD0078","VEND013",1,217.82,217.82,"PayPal","Livré",4
"TRX00007921",2024-09-07,"CLI00332","PROD0079","VEND019",3,1170.15,3510.45,"CB","Livré",6
"TRX00007922",2024-09-07,"CLI00268","PROD0061","VEND013",3,121.15,363.45,"CB","Livré",5
"TRX00007923",2024-09-07,"CLI00434","PROD0062","VEND010",2,130.3,260.6,"CB","Livré",2
"TRX00007924",2024-09-08,"CLI00071","PROD0039","VEND015",3,558.38,1675.14,"Virement","Livré",2
"TRX00007925",2024-09-08,"CLI00475","PROD0028","VEND008",1,307.71,307.71,"Virement","Livré",5
"TRX00007926",2024-09-08,"CLI00234","PROD0080","VEND013",1,193.48,193.48,"PayPal","Livré",4
"TRX00007927",2024-09-08,"CLI00222","PROD0090","VEND005",1,160.29,160.29,"PayPal","Livré",4
"TRX00007928",2024-09-08,"CLI00271","PROD0099","VEND010",2,401.39,802.78,"CB","Livré",3
"TRX00007929",2024-09-08,"CLI00028","PROD0075","VEND016",2,1401.92,2803.84,"Virement","Livré",5
"TRX00007930",2024-09-08,"CLI00455","PROD0068","VEND018",2,556.29,1112.58,"Virement","Livré",8
"TRX00007931",2024-09-08,"CLI00108","PROD0070","VEND014",2,1004.1,2008.2,"CB","Livré",7
"TRX00007932",2024-09-08,"CLI00392","PROD0056","VEND009",2,31.64,63.28,"PayPal","Livré",4
"TRX00007933",2024-09-08,"CLI00017","PROD0039","VEND004",2,594.85,1189.7,"CB","Livré",5
"TRX00007934",2024-09-08,"CLI00428","PROD0002","VEND011",3,158.7,476.1,"Virement","Livré",3
"TRX00007935",2024-09-08,"CLI00007","PROD0027","VEND011",3,1102.41,3307.23,"CB","Livré",6
"TRX00007936",2024-09-08,"CLI00474","PROD0050","VEND001",1,881.04,881.04,"PayPal","Livré",7
"TRX00007937",2024-09-09,"CLI00175","PROD0049","VEND009",1,51.97,51.97,"CB","Livré",4
"TRX00007938",2024-09-09,"CLI00440","PROD0078","VEND001",4,173.21,692.84,"PayPal","Livré",1
"TRX00007939",2024-09-09,"CLI00085","PROD0097","VEND007",3,864.16,2592.48,"CB","Livré",6
"TRX00007940",2024-09-09,"CLI00010","PROD0025","VEND009",3,70.21,210.63,"PayPal","Livré",5
"TRX00007941",2024-09-10,"CLI00307","PROD0059","VEND001",3,952.14,2856.42,"Virement","Livré",4
"TRX00007942",2024-09-10,"CLI00381","PROD0096","VEND001",1,126.56,126.56,"PayPal","Livré",4
"TRX00007943",2024-09-10,"CLI00355","PROD0060","VEND017",3,556.55,1669.65,"PayPal","Livré",4
"TRX00007944",2024-09-10,"CLI00112","PROD0011","VEND010",2,1127.57,2255.14,"CB","Livré",5
"TRX00007945",2024-09-10,"CLI00087","PROD0024","VEND011",1,1592.58,1592.58,"CB","Livré",3
"TRX00007946",2024-09-10,"CLI00159","PROD0008","VEND011",1,1249.99,1249.99,"CB","Livré",4
"TRX00007947",2024-09-10,"CLI00139","PROD0082","VEND005",1,495.59,495.59,"PayPal","Livré",5
"TRX00007948",2024-09-10,"CLI00264","PROD0029","VEND007",1,169.76,169.76,"CB","Livré",4
"TRX00007949",2024-09-10,"CLI00235","PROD0063","VEND002",1,757.61,757.61,"Virement","Annulé",0
"TRX00007950",2024-09-10,"CLI00001","PROD0050","VEND005",1,963.85,963.85,"PayPal","Livré",4
"TRX00007951",2024-09-10,"CLI00027","PROD0007","VEND008",1,475.08,475.08,"CB","Livré",4
"TRX00007952",2024-09-10,"CLI00302","PROD0035","VEND006",1,42.95,42.95,"CB","En cours",NA
"TRX00007953",2024-09-10,"CLI00487","PROD0043","VEND005",1,882.58,882.58,"CB","Livré",2
"TRX00007954",2024-09-10,"CLI00493","PROD0055","VEND012",4,234.84,939.36,"Virement","Livré",4
"TRX00007955",2024-09-11,"CLI00100","PROD0033","VEND015",1,179.8,179.8,"PayPal","Livré",7
"TRX00007956",2024-09-11,"CLI00275","PROD0073","VEND007",4,465.84,1863.36,"Virement","Livré",3
"TRX00007957",2024-09-11,"CLI00125","PROD0062","VEND011",1,124.9,124.9,"PayPal","Livré",5
"TRX00007958",2024-09-11,"CLI00207","PROD0093","VEND017",1,1285.37,1285.37,"CB","Livré",8
"TRX00007959",2024-09-11,"CLI00275","PROD0069","VEND007",1,530.07,530.07,"CB","Livré",4
"TRX00007960",2024-09-11,"CLI00197","PROD0092","VEND014",1,430.49,430.49,"CB","Livré",2
"TRX00007961",2024-09-11,"CLI00202","PROD0096","VEND016",1,90.49,90.49,"Virement","Livré",5
"TRX00007962",2024-09-11,"CLI00094","PROD0012","VEND014",1,1310.63,1310.63,"PayPal","Livré",5
"TRX00007963",2024-09-11,"CLI00376","PROD0036","VEND010",3,424.96,1274.88,"PayPal","Livré",8
"TRX00007964",2024-09-12,"CLI00001","PROD0077","VEND010",5,305.08,1525.4,"CB","Livré",1
"TRX00007965",2024-09-12,"CLI00225","PROD0040","VEND013",3,167.6,502.8,"CB","Livré",1
"TRX00007966",2024-09-12,"CLI00053","PROD0081","VEND020",1,152.88,152.88,"CB","Livré",6
"TRX00007967",2024-09-12,"CLI00495","PROD0034","VEND005",3,609.93,1829.79,"Virement","Livré",1
"TRX00007968",2024-09-12,"CLI00369","PROD0053","VEND003",1,377.5,377.5,"PayPal","Livré",3
"TRX00007969",2024-09-12,"CLI00100","PROD0087","VEND004",1,1724.58,1724.58,"CB","Livré",3
"TRX00007970",2024-09-12,"CLI00233","PROD0070","VEND012",1,1168.52,1168.52,"CB","Livré",4
"TRX00007971",2024-09-12,"CLI00414","PROD0084","VEND013",2,266.2,532.4,"CB","Livré",2
"TRX00007972",2024-09-13,"CLI00310","PROD0033","VEND005",1,213.53,213.53,"PayPal","Livré",4
"TRX00007973",2024-09-13,"CLI00212","PROD0093","VEND020",1,1374.77,1374.77,"CB","Livré",2
"TRX00007974",2024-09-13,"CLI00462","PROD0086","VEND004",3,1051.07,3153.21,"CB","En cours",NA
"TRX00007975",2024-09-13,"CLI00321","PROD0030","VEND018",1,143.36,143.36,"CB","Livré",3
"TRX00007976",2024-09-13,"CLI00104","PROD0088","VEND019",3,994.87,2984.61,"PayPal","Livré",5
"TRX00007977",2024-09-13,"CLI00318","PROD0075","VEND018",1,1790.86,1790.86,"CB","Livré",4
"TRX00007978",2024-09-13,"CLI00344","PROD0019","VEND008",1,813.87,813.87,"CB","Livré",4
"TRX00007979",2024-09-13,"CLI00309","PROD0061","VEND011",2,234.16,468.32,"PayPal","Livré",3
"TRX00007980",2024-09-13,"CLI00433","PROD0008","VEND007",1,817.65,817.65,"CB","Livré",6
"TRX00007981",2024-09-13,"CLI00450","PROD0033","VEND015",3,256.87,770.61,"CB","Livré",4
"TRX00007982",2024-09-13,"CLI00166","PROD0096","VEND020",1,79.85,79.85,"CB","Livré",1
"TRX00007983",2024-09-13,"CLI00341","PROD0050","VEND008",5,1005.51,5027.55,"CB","Livré",2
"TRX00007984",2024-09-14,"CLI00118","PROD0015","VEND001",1,97.52,97.52,"CB","Livré",2
"TRX00007985",2024-09-14,"CLI00098","PROD0027","VEND020",2,1118.03,2236.06,"CB","Livré",6
"TRX00007986",2024-09-14,"CLI00226","PROD0069","VEND004",1,683.64,683.64,"CB","Livré",1
"TRX00007987",2024-09-14,"CLI00035","PROD0012","VEND004",3,1407.19,4221.57,"PayPal","Livré",4
"TRX00007988",2024-09-14,"CLI00489","PROD0020","VEND016",1,1041.32,1041.32,"CB","Livré",4
"TRX00007989",2024-09-14,"CLI00385","PROD0059","VEND006",1,1249.9,1249.9,"CB","Livré",3
"TRX00007990",2024-09-14,"CLI00278","PROD0011","VEND001",1,1387.31,1387.31,"PayPal","Livré",3
"TRX00007991",2024-09-14,"CLI00256","PROD0088","VEND020",2,767.35,1534.7,"PayPal","Livré",5
"TRX00007992",2024-09-14,"CLI00355","PROD0011","VEND003",2,1428.12,2856.24,"CB","Livré",1
"TRX00007993",2024-09-14,"CLI00071","PROD0046","VEND010",1,106.68,106.68,"PayPal","Livré",4
"TRX00007994",2024-09-14,"CLI00178","PROD0050","VEND012",4,1233.93,4935.72,"CB","Livré",4
"TRX00007995",2024-09-14,"CLI00348","PROD0054","VEND003",2,40.41,80.82,"CB","Livré",10
"TRX00007996",2024-09-14,"CLI00148","PROD0058","VEND003",1,872.13,872.13,"PayPal","En cours",NA
"TRX00007997",2024-09-15,"CLI00307","PROD0089","VEND016",1,2189.59,2189.59,"CB","Livré",4
"TRX00007998",2024-09-15,"CLI00047","PROD0085","VEND013",1,91.76,91.76,"Virement","Livré",3
"TRX00007999",2024-09-15,"CLI00092","PROD0057","VEND011",4,162.1,648.4,"CB","Livré",3
"TRX00008000",2024-09-15,"CLI00421","PROD0048","VEND009",1,550.83,550.83,"PayPal","Livré",6
"TRX00008001",2024-09-15,"CLI00031","PROD0064","VEND001",1,91.03,91.03,"CB","Livré",5
"TRX00008002",2024-09-15,"CLI00272","PROD0060","VEND015",2,621.44,1242.88,"PayPal","Livré",5
"TRX00008003",2024-09-15,"CLI00200","PROD0058","VEND020",2,617.21,1234.42,"CB","Livré",1
"TRX00008004",2024-09-15,"CLI00079","PROD0075","VEND004",4,1680.39,6721.56,"Virement","Annulé",0
"TRX00008005",2024-09-15,"CLI00365","PROD0023","VEND013",1,411.99,411.99,"CB","Livré",4
"TRX00008006",2024-09-15,"CLI00003","PROD0085","VEND004",2,141.36,282.72,"CB","En cours",NA
"TRX00008007",2024-09-15,"CLI00189","PROD0011","VEND007",2,1434.13,2868.26,"CB","Livré",4
"TRX00008008",2024-09-15,"CLI00268","PROD0047","VEND003",3,50.29,150.87,"PayPal","Livré",5
"TRX00008009",2024-09-15,"CLI00337","PROD0012","VEND019",3,1136.98,3410.94,"Virement","En cours",NA
"TRX00008010",2024-09-15,"CLI00472","PROD0069","VEND008",1,444.96,444.96,"PayPal","Livré",5
"TRX00008011",2024-09-15,"CLI00031","PROD0030","VEND018",3,94.08,282.24,"PayPal","Livré",4
"TRX00008012",2024-09-15,"CLI00023","PROD0091","VEND012",3,89.5,268.5,"PayPal","Livré",5
"TRX00008013",2024-09-15,"CLI00378","PROD0053","VEND009",2,703.73,1407.46,"PayPal","Livré",2
"TRX00008014",2024-09-15,"CLI00391","PROD0067","VEND007",3,274.61,823.83,"PayPal","Livré",4
"TRX00008015",2024-09-15,"CLI00248","PROD0041","VEND011",1,35.76,35.76,"PayPal","Livré",6
"TRX00008016",2024-09-15,"CLI00471","PROD0031","VEND019",2,1077.36,2154.72,"PayPal","Livré",3
"TRX00008017",2024-09-16,"CLI00198","PROD0008","VEND002",2,984.6,1969.2,"CB","Livré",5
"TRX00008018",2024-09-16,"CLI00490","PROD0051","VEND005",2,45.33,90.66,"PayPal","Livré",4
"TRX00008019",2024-09-16,"CLI00154","PROD0066","VEND019",1,1709.62,1709.62,"CB","Livré",2
"TRX00008020",2024-09-16,"CLI00127","PROD0045","VEND016",1,199.25,199.25,"CB","Livré",2
"TRX00008021",2024-09-16,"CLI00108","PROD0049","VEND007",2,73.16,146.32,"CB","Livré",3
"TRX00008022",2024-09-16,"CLI00053","PROD0075","VEND018",2,1243.69,2487.38,"PayPal","Livré",6
"TRX00008023",2024-09-16,"CLI00227","PROD0048","VEND007",1,388.12,388.12,"CB","Livré",1
"TRX00008024",2024-09-16,"CLI00445","PROD0017","VEND004",1,117.78,117.78,"PayPal","Livré",2
"TRX00008025",2024-09-17,"CLI00164","PROD0054","VEND006",1,51.85,51.85,"PayPal","Livré",5
"TRX00008026",2024-09-17,"CLI00290","PROD0086","VEND010",2,1008.98,2017.96,"CB","Livré",5
"TRX00008027",2024-09-17,"CLI00085","PROD0029","VEND012",2,151.03,302.06,"PayPal","Livré",4
"TRX00008028",2024-09-17,"CLI00251","PROD0016","VEND006",3,984.29,2952.87,"PayPal","Livré",6
"TRX00008029",2024-09-17,"CLI00447","PROD0010","VEND005",1,408.53,408.53,"CB","Livré",8
"TRX00008030",2024-09-17,"CLI00323","PROD0034","VEND008",1,576.06,576.06,"CB","Livré",3
"TRX00008031",2024-09-17,"CLI00035","PROD0018","VEND007",2,153.24,306.48,"Virement","Livré",4
"TRX00008032",2024-09-17,"CLI00371","PROD0092","VEND015",1,271.71,271.71,"CB","Livré",6
"TRX00008033",2024-09-18,"CLI00413","PROD0099","VEND006",1,703.45,703.45,"Virement","Livré",2
"TRX00008034",2024-09-18,"CLI00046","PROD0018","VEND013",2,127.94,255.88,"CB","Livré",7
"TRX00008035",2024-09-18,"CLI00307","PROD0041","VEND009",2,54.37,108.74,"CB","Livré",3
"TRX00008036",2024-09-18,"CLI00335","PROD0089","VEND008",1,1605.76,1605.76,"PayPal","Livré",5
"TRX00008037",2024-09-18,"CLI00493","PROD0083","VEND018",4,1622.38,6489.52,"CB","Livré",5
"TRX00008038",2024-09-18,"CLI00425","PROD0055","VEND018",1,215.61,215.61,"CB","Livré",1
"TRX00008039",2024-09-18,"CLI00331","PROD0031","VEND004",1,1143.92,1143.92,"CB","Livré",5
"TRX00008040",2024-09-18,"CLI00069","PROD0081","VEND012",2,165.52,331.04,"Virement","Livré",9
"TRX00008041",2024-09-18,"CLI00203","PROD0007","VEND020",1,771.18,771.18,"Virement","Livré",4
"TRX00008042",2024-09-18,"CLI00350","PROD0029","VEND020",1,142.62,142.62,"PayPal","Livré",5
"TRX00008043",2024-09-18,"CLI00250","PROD0076","VEND005",3,71.14,213.42,"CB","Livré",3
"TRX00008044",2024-09-18,"CLI00080","PROD0097","VEND003",3,595.9,1787.7,"CB","Livré",4
"TRX00008045",2024-09-19,"CLI00092","PROD0063","VEND008",4,836.9,3347.6,"PayPal","Livré",7
"TRX00008046",2024-09-19,"CLI00489","PROD0088","VEND013",1,578.4,578.4,"CB","Livré",8
"TRX00008047",2024-09-19,"CLI00456","PROD0056","VEND014",3,36.7,110.1,"PayPal","Livré",8
"TRX00008048",2024-09-19,"CLI00261","PROD0008","VEND005",2,1478.57,2957.14,"Virement","Livré",5
"TRX00008049",2024-09-19,"CLI00133","PROD0028","VEND008",1,363.93,363.93,"CB","Livré",4
"TRX00008050",2024-09-19,"CLI00337","PROD0035","VEND013",1,62.65,62.65,"CB","Livré",6
"TRX00008051",2024-09-19,"CLI00246","PROD0084","VEND013",3,290.99,872.97,"CB","Livré",3
"TRX00008052",2024-09-19,"CLI00005","PROD0013","VEND012",1,310.05,310.05,"PayPal","Livré",4
"TRX00008053",2024-09-19,"CLI00159","PROD0100","VEND010",3,726.05,2178.15,"CB","Livré",5
"TRX00008054",2024-09-19,"CLI00346","PROD0003","VEND009",1,1109.33,1109.33,"PayPal","Livré",2
"TRX00008055",2024-09-19,"CLI00001","PROD0031","VEND002",1,1001.08,1001.08,"CB","Livré",3
"TRX00008056",2024-09-20,"CLI00456","PROD0027","VEND016",1,1676.83,1676.83,"Virement","Livré",5
"TRX00008057",2024-09-20,"CLI00292","PROD0076","VEND009",1,104.7,104.7,"CB","Livré",5
"TRX00008058",2024-09-20,"CLI00146","PROD0013","VEND011",1,347.66,347.66,"CB","Livré",4
"TRX00008059",2024-09-20,"CLI00434","PROD0010","VEND017",2,428.54,857.08,"CB","Livré",7
"TRX00008060",2024-09-20,"CLI00210","PROD0003","VEND002",2,1235.61,2471.22,"CB","Livré",6
"TRX00008061",2024-09-20,"CLI00249","PROD0067","VEND013",2,303.49,606.98,"PayPal","Livré",4
"TRX00008062",2024-09-20,"CLI00003","PROD0073","VEND016",1,324.89,324.89,"CB","Livré",3
"TRX00008063",2024-09-20,"CLI00093","PROD0069","VEND003",2,605.93,1211.86,"CB","Livré",4
"TRX00008064",2024-09-21,"CLI00430","PROD0063","VEND012",1,530.01,530.01,"PayPal","Livré",3
"TRX00008065",2024-09-21,"CLI00103","PROD0042","VEND001",1,1404.84,1404.84,"Virement","Livré",3
"TRX00008066",2024-09-21,"CLI00274","PROD0072","VEND013",2,278.35,556.7,"CB","Livré",6
"TRX00008067",2024-09-21,"CLI00068","PROD0060","VEND011",1,489.48,489.48,"CB","Livré",6
"TRX00008068",2024-09-21,"CLI00260","PROD0013","VEND013",2,353.81,707.62,"Virement","Livré",7
"TRX00008069",2024-09-21,"CLI00460","PROD0007","VEND002",2,698.46,1396.92,"PayPal","En cours",NA
"TRX00008070",2024-09-21,"CLI00210","PROD0023","VEND004",1,228.17,228.17,"CB","Livré",2
"TRX00008071",2024-09-21,"CLI00100","PROD0010","VEND018",1,521.87,521.87,"PayPal","Livré",7
"TRX00008072",2024-09-21,"CLI00484","PROD0006","VEND006",1,173.03,173.03,"Virement","Livré",7
"TRX00008073",2024-09-21,"CLI00036","PROD0087","VEND007",1,1330.61,1330.61,"CB","Annulé",0
"TRX00008074",2024-09-21,"CLI00080","PROD0023","VEND010",3,355.84,1067.52,"PayPal","Livré",4
"TRX00008075",2024-09-21,"CLI00161","PROD0097","VEND016",1,574.66,574.66,"CB","Livré",5
"TRX00008076",2024-09-21,"CLI00163","PROD0019","VEND002",1,978.83,978.83,"CB","Livré",5
"TRX00008077",2024-09-21,"CLI00380","PROD0024","VEND006",1,1833.35,1833.35,"CB","Livré",1
"TRX00008078",2024-09-21,"CLI00113","PROD0020","VEND004",1,592.55,592.55,"PayPal","En cours",NA
"TRX00008079",2024-09-21,"CLI00334","PROD0060","VEND010",1,347.69,347.69,"PayPal","Livré",3
"TRX00008080",2024-09-21,"CLI00483","PROD0023","VEND004",2,240.56,481.12,"PayPal","Livré",6
"TRX00008081",2024-09-22,"CLI00063","PROD0089","VEND010",3,1783.17,5349.51,"PayPal","Livré",4
"TRX00008082",2024-09-22,"CLI00053","PROD0035","VEND011",5,75.14,375.7,"CB","Livré",3
"TRX00008083",2024-09-22,"CLI00113","PROD0005","VEND008",1,1048.18,1048.18,"CB","Livré",1
"TRX00008084",2024-09-22,"CLI00282","PROD0086","VEND016",1,746.77,746.77,"Virement","Livré",5
"TRX00008085",2024-09-22,"CLI00276","PROD0055","VEND020",3,242.24,726.72,"PayPal","Livré",4
"TRX00008086",2024-09-22,"CLI00350","PROD0080","VEND014",2,203.88,407.76,"CB","Livré",4
"TRX00008087",2024-09-22,"CLI00322","PROD0081","VEND004",1,195.5,195.5,"CB","Livré",10
"TRX00008088",2024-09-22,"CLI00233","PROD0008","VEND010",1,888.35,888.35,"Virement","Livré",6
"TRX00008089",2024-09-22,"CLI00477","PROD0024","VEND012",3,1410.5,4231.5,"PayPal","Livré",6
"TRX00008090",2024-09-22,"CLI00127","PROD0044","VEND005",1,544.18,544.18,"CB","Livré",6
"TRX00008091",2024-09-22,"CLI00410","PROD0058","VEND019",1,512.31,512.31,"CB","Livré",5
"TRX00008092",2024-09-23,"CLI00141","PROD0042","VEND014",5,1186.82,5934.1,"CB","Livré",5
"TRX00008093",2024-09-23,"CLI00169","PROD0086","VEND020",1,1118.11,1118.11,"PayPal","Livré",2
"TRX00008094",2024-09-23,"CLI00318","PROD0084","VEND012",1,262.73,262.73,"CB","Livré",2
"TRX00008095",2024-09-23,"CLI00470","PROD0030","VEND003",1,98.74,98.74,"CB","Livré",4
"TRX00008096",2024-09-23,"CLI00252","PROD0085","VEND010",2,150.6,301.2,"CB","Livré",4
"TRX00008097",2024-09-23,"CLI00079","PROD0091","VEND020",1,79.67,79.67,"PayPal","Livré",2
"TRX00008098",2024-09-23,"CLI00498","PROD0100","VEND005",3,814.38,2443.14,"CB","Livré",2
"TRX00008099",2024-09-23,"CLI00150","PROD0008","VEND008",1,1181.65,1181.65,"Virement","Livré",3
"TRX00008100",2024-09-23,"CLI00335","PROD0015","VEND010",1,96.79,96.79,"CB","Livré",2
"TRX00008101",2024-09-23,"CLI00042","PROD0067","VEND005",4,259.02,1036.08,"CB","Livré",4
"TRX00008102",2024-09-23,"CLI00046","PROD0006","VEND005",2,113.71,227.42,"CB","Livré",9
"TRX00008103",2024-09-23,"CLI00192","PROD0080","VEND002",2,166.27,332.54,"CB","Annulé",0
"TRX00008104",2024-09-23,"CLI00247","PROD0080","VEND014",1,102.65,102.65,"CB","Livré",5
"TRX00008105",2024-09-23,"CLI00474","PROD0077","VEND013",1,515.83,515.83,"PayPal","Livré",3
"TRX00008106",2024-09-24,"CLI00440","PROD0007","VEND011",1,788.12,788.12,"CB","Livré",2
